item_id,Brand Name,Generic Name,Category
ITM_12412,Crexont,carbidopa 87.5 MG / levodopa 350 MG Extended Release Oral Capsule,Other
ITM_12413,Zunveyl,benzgalantamine Delayed Release Oral Tablet,Other
ITM_12414,Zunveyl,benzgalantamine 5 MG Delayed Release Oral Tablet,Other
ITM_12415,Zunveyl,benzgalantamine 10 MG Delayed Release Oral Tablet,Other
ITM_12416,Zunveyl,benzgalantamine 15 MG Delayed Release Oral Tablet,Other
ITM_12417,Voranigo,vorasidenib Oral Tablet,Other
ITM_12418,Voranigo,vorasidenib 10 MG Oral Tablet,Other
ITM_12419,Voranigo,vorasidenib 40 MG Oral Tablet,Other
ITM_12420,Onyda,clonidine Extended Release Suspension,Other
ITM_12421,Onyda,24 HR clonidine hydrochloride 0.1 MG/ML Extended Release Suspension,Other
ITM_12422,Livdelzi,seladelpar Oral Capsule,Other
ITM_12423,Livdelzi,seladelpar 10 MG Oral Capsule,Other
ITM_12424,Livmarli,maralixibat 19 MG/ML Oral Solution,Other
ITM_12425,Tanlor,methocarbamol Oral Tablet,Other
ITM_12426,Tanlor,methocarbamol 1000 MG Oral Tablet,Other
ITM_12427,Dolobid,diflunisal 375 MG Oral Tablet,Other
ITM_12428,Lazcluze,lazertinib Oral Tablet,Other
ITM_12429,Lazcluze,lazertinib 80 MG Oral Tablet,Other
ITM_12430,Lazcluze,lazertinib 240 MG Oral Tablet,Other
ITM_12431,Spikevax 2024-2025,"SARS-CoV-2 (COVID-19) vaccine, mRNA spike protein Prefilled Syringe",Other
ITM_12432,Spikevax 2024-2025,"0.5 ML SARS-CoV-2 (COVID-19) vaccine, mRNA-1273 OMICRON (KP.2) 0.1 MG/ML Prefilled Syringe",Other
ITM_12433,Comirnaty 2024-2025,"SARS-CoV-2 (COVID-19) vaccine, mRNA spike protein Prefilled Syringe",Other
ITM_12434,Comirnaty 2024-2025,"0.3 ML SARS-CoV-2 (COVID-19) vaccine, mRNA-BNT162b2 OMICRON (KP.2) 0.1 MG/ML Prefilled Syringe",Other
ITM_12435,FluMist 2024-2025,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Nasal Spray,Other
ITM_12436,FluMist 2024-2025,influenza A virus A/Norway/31694/2022 (H1N1) antigen 158000000 UNT/ML / influenza A virus A/Thailand/8/2022 (H3N2) antigen 158000000 UNT/ML / influenza B virus B/Austria/1359417/2021 antigen 158000000 UNT/ML Nasal Spray,Other
ITM_12437,Nemluvio,nemolizumab Auto-Injector,Other
ITM_12438,Nemluvio,nemolizumab-ilto 30 MG Auto-Injector,Other
ITM_12439,Niktimvo,axatilimab Injection,Other
ITM_12440,Niktimvo,1 ML axatilimab-csfr 50 MG/ML Injection,Other
ITM_12441,Phyrago,dasatinib Oral Tablet,Other
ITM_12442,Phyrago,dasatinib 100 MG Oral Tablet,Other
ITM_12443,Phyrago,dasatinib 140 MG Oral Tablet,Other
ITM_12444,Phyrago,dasatinib 20 MG Oral Tablet,Other
ITM_12445,Phyrago,dasatinib 50 MG Oral Tablet,Other
ITM_12446,Phyrago,dasatinib 70 MG Oral Tablet,Other
ITM_12447,Phyrago,dasatinib 80 MG Oral Tablet,Other
ITM_12448,Veltassa,patiromer 1000 MG Powder for Oral Suspension,Other
ITM_12449,Vabysmo,faricimab Prefilled Syringe,Other
ITM_12450,Vabysmo,0.05 ML faricimab-svoa 120 MG/ML Prefilled Syringe,Other
ITM_12451,Tremfya,guselkumab Injection,Other
ITM_12452,Tremfya,20 ML guselkumab 10 MG/ML Injection,Other
ITM_12453,Tremfya,2 ML guselkumab 100 MG/ML Auto-Injector,Other
ITM_12454,Tremfya,2 ML guselkumab 100 MG/ML Prefilled Syringe,Other
ITM_12455,Prevymis,letermovir Oral Pellet,Other
ITM_12456,Prevymis,letermovir 20 MG Oral Pellet,Other
ITM_12457,Prevymis,letermovir 120 MG Oral Pellet,Other
ITM_12458,Roxybond,Abuse-Deterrent oxycodone hydrochloride 10 MG Oral Tablet,Other
ITM_12459,Undecatrex,testosterone Oral Capsule,Other
ITM_12460,Undecatrex,testosterone undecanoate 200 MG Oral Capsule,Other
ITM_12461,Neffy,epinephrine Nasal Spray,Other
ITM_12462,Neffy,epinephrine 20 MG/ML Nasal Spray,Other
ITM_12463,Ocrevus Zunovo,hyaluronidase / ocrelizumab Injection,Other
ITM_12464,Ocrevus Zunovo,23 ML hyaluronidase-ocsq 1000 UNT/ML / ocrelizumab-ocsq 40 MG/ML Injection,Other
ITM_12465,Eylea,aflibercept Prefilled Syringe,Other
ITM_12466,Eylea,0.05 ML aflibercept 40 MG/ML Prefilled Syringe,Other
ITM_12467,Aqneursa,levacetylleucine 1000 MG Granules for Oral Suspension,Other
ITM_12468,Tralement,copper sulfate / manganese sulfate / selenious acid / zinc sulfate Injection,Other
ITM_12469,Tralement,1 ML copper sulfate 0.75 MG/ML / manganese sulfate 0.151 MG/ML / selenious acid 0.098 MG/ML / zinc sulfate 7.41 MG/ML Injection,Other
ITM_12470,Yorvipath,teriparatide Pen Injector,Other
ITM_12471,Yorvipath,0.56 ML teriparatide 0.3 MG/ML Pen Injector,Other
ITM_12472,Yorvipath,0.98 ML teriparatide 0.3 MG/ML Pen Injector,Other
ITM_12473,Yorvipath,1.4 ML teriparatide 0.3 MG/ML Pen Injector,Other
ITM_12474,Ebglyss,lebrikizumab Prefilled Syringe,Other
ITM_12475,Ebglyss,2 ML lebrikizumab-lbkz 125 MG/ML Prefilled Syringe,Other
ITM_12476,Tecentriq Hybreza,atezolizumab / hyaluronidase Injection,Other
ITM_12477,Tecentriq Hybreza,15 ML atezolizumab-tqjs 125 MG/ML / hyaluronidase-tqjs 2000 UNT/ML Injection,Other
ITM_12478,Ebglyss,lebrikizumab Pen Injector,Other
ITM_12479,Ebglyss,2 ML lebrikizumab-lbkz 125 MG/ML Pen Injector,Other
ITM_12480,Boruzu,bortezomib Injection,Other
ITM_12481,Boruzu,1.4 ML bortezomib 2.5 MG/ML Injection,Other
ITM_12482,Audenz,influenza A virus (H5N1) antigen Prefilled Syringe,Other
ITM_12483,Audenz,0.5 ML influenza A virus A/turkey/Turkey/1/2005 (H5N1) antigen 0.015 MG/ML Prefilled Syringe,Other
ITM_12484,Audenz,influenza A virus (H5N1) antigen Injectable Suspension,Other
ITM_12485,Audenz,influenza A virus A/turkey/Turkey/1/2005 (H5N1) antigen 0.015 MG/ML Injectable Suspension,Other
ITM_12486,Miplyffa,arimoclomol Oral Capsule,Other
ITM_12487,Miplyffa,arimoclomol 124 MG Oral Capsule,Other
ITM_12488,Miplyffa,arimoclomol 47 MG Oral Capsule,Other
ITM_12489,Miplyffa,arimoclomol 62 MG Oral Capsule,Other
ITM_12490,Miplyffa,arimoclomol 93 MG Oral Capsule,Other
ITM_12491,Azmiro,testosterone Prefilled Syringe,Other
ITM_12492,Azmiro,1 ML testosterone cypionate 200 MG/ML Prefilled Syringe,Other
ITM_12493,Azmiro,testosterone Injection,Other
ITM_12494,Azmiro,1 ML testosterone cypionate 200 MG/ML Injection,Other
ITM_12495,Cobenfy,trospium / xanomeline Oral Capsule,Other
ITM_12496,Cobenfy,trospium chloride 20 MG / xanomeline 50 MG Oral Capsule,Other
ITM_12497,Cobenfy,trospium chloride 30 MG / xanomeline 125 MG Oral Capsule,Other
ITM_12498,Cobenfy,trospium chloride 20 MG / xanomeline 100 MG Oral Capsule,Other
ITM_12499,Adrenalin,250 ML epinephrine 0.016 MG/ML Injection,Other
ITM_12500,Itovebi,inavolisib Oral Tablet,Other
ITM_12501,Itovebi,inavolisib 3 MG Oral Tablet,Other
ITM_12502,Itovebi,inavolisib 9 MG Oral Tablet,Other
ITM_12503,Qlosi,pilocarpine Ophthalmic Solution,Other
ITM_12504,Qlosi,pilocarpine hydrochloride 4 MG/ML Ophthalmic Solution,Other
ITM_12505,Vyalev,carbidopa / levodopa Injection,Other
ITM_12506,Vyalev,10 ML foscarbidopa 12 MG/ML / foslevodopa 240 MG/ML Injection,Other
ITM_12507,Vyloy,zolbetuximab Injection,Other
ITM_12508,Vyloy,zolbetuximab-clzb 100 MG Injection,Other
ITM_12509,Xromi,hydroxyurea Oral Solution,Other
ITM_12510,Xromi,hydroxyurea 100 MG/ML Oral Solution,Other
ITM_12511,Gallifrey,norethindrone Oral Tablet,Other
ITM_12512,Gallifrey,norethindrone acetate 5 MG Oral Tablet,Other
ITM_12513,Pavblu,aflibercept Prefilled Syringe,Other
ITM_12514,Pavblu,0.05 ML aflibercept-ayyh 40 MG/ML Prefilled Syringe,Other
ITM_12515,Pavblu,aflibercept Injection,Other
ITM_12516,Pavblu,0.05 ML aflibercept-ayyh 40 MG/ML Injection,Other
ITM_12517,Sevenfact,coagulation factor VIIa (recombinant)-jncw 2 MG Injection,Other
ITM_12518,Zituvimet,metformin / sitagliptin Extended Release Oral Tablet,Other
ITM_12519,Zituvimet,24 HR metformin hydrochloride 1000 MG / sitagliptin 50 MG Extended Release Oral Tablet,Other
ITM_12520,Zituvimet,24 HR metformin hydrochloride 500 MG / sitagliptin 50 MG Extended Release Oral Tablet,Other
ITM_12521,Zituvimet,24 HR metformin hydrochloride 1000 MG / sitagliptin 100 MG Extended Release Oral Tablet,Other
ITM_12522,Augtyro,repotrectinib 160 MG Oral Capsule,Other
ITM_12523,Beizray,docetaxel Injection,Other
ITM_12524,Beizray,4 ML docetaxel 20 MG/ML Injection,Other
ITM_12525,Hympavzi,marstacimab Auto-Injector,Other
ITM_12526,Hympavzi,1 ML marstacimab-hncq 150 MG/ML Auto-Injector,Other
ITM_12527,Opipza,aripiprazole Oral Film,Other
ITM_12528,Opipza,aripiprazole 2 MG Oral Film,Other
ITM_12529,Opipza,aripiprazole 5 MG Oral Film,Other
ITM_12530,Opipza,aripiprazole 10 MG Oral Film,Other
ITM_12531,Tyvaso,treprostinil 0.08 MG Inhalation Powder,Other
ITM_12532,Florastor,Saccharomyces boulardii Powder for Oral Suspension,Other
ITM_12533,Florastor,Saccharomyces boulardii 250 MG Powder for Oral Suspension,Other
ITM_12534,Cervidil,dinoprostone Vaginal Insert,Other
ITM_12535,Lamictal,lamotrigine Tablet for Oral Suspension,Other
ITM_12536,Ziihera,zanidatamab Injection,Other
ITM_12537,Ziihera,zanidatamab-hrii 300 MG Injection,Other
ITM_12538,Attruby,acoramidis Oral Tablet,Other
ITM_12539,Attruby,acoramidis 356 MG Oral Tablet,Other
ITM_12540,Revuforj,revumenib Oral Tablet,Other
ITM_12541,Revuforj,revumenib 110 MG Oral Tablet,Other
ITM_12542,Revuforj,revumenib 160 MG Oral Tablet,Other
ITM_12543,Revuforj,revumenib 25 MG Oral Tablet,Other
ITM_12544,Danziten,nilotinib Oral Tablet,Other
ITM_12545,Danziten,nilotinib 71 MG Oral Tablet,Other
ITM_12546,Danziten,nilotinib 95 MG Oral Tablet,Other
ITM_12547,Kebilidi,eladocagene exuparvovec Injection,Other
ITM_12548,Kebilidi,0.5 ML eladocagene exuparvovec-tneq 560000000000 VECTOR-GENOMES/ML Injection,Other
ITM_12549,Bimzelx,2 ML bimekizumab-bkzx 160 MG/ML Auto-Injector,Other
ITM_12550,Bimzelx,2 ML bimekizumab-bkzx 160 MG/ML Prefilled Syringe,Other
ITM_12551,Idacio,adalimumab Injection,Other
ITM_12552,Idacio,0.8 ML adalimumab-aacf 50 MG/ML Injection,Other
ITM_12553,Fungizyl,dimethyl sulfoxide / miconazole Topical Cream,Skin/Topical
ITM_12554,Fungizyl,dimethyl sulfoxide 20 MG/ML / miconazole nitrate 20 MG/ML Topical Cream,Skin/Topical
ITM_12555,Axtle,pemetrexed Injection,Other
ITM_12556,Axtle,pemetrexed 100 MG Injection,Other
ITM_12557,Axtle,pemetrexed 500 MG Injection,Other
ITM_12558,Erzofri,paliperidone Prefilled Syringe,Other
ITM_12559,Erzofri,2.25 ML paliperidone palmitate 156 MG/ML Prefilled Syringe,Other
ITM_12560,Erzofri,0.75 ML paliperidone palmitate 156 MG/ML Prefilled Syringe,Other
ITM_12561,Erzofri,1 ML paliperidone palmitate 156 MG/ML Prefilled Syringe,Other
ITM_12562,Erzofri,1.5 ML paliperidone palmitate 156 MG/ML Prefilled Syringe,Other
ITM_12563,Erzofri,0.25 ML paliperidone palmitate 156 MG/ML Prefilled Syringe,Other
ITM_12564,Erzofri,0.5 ML paliperidone palmitate 156 MG/ML Prefilled Syringe,Other
ITM_12565,Insta-Char,activated charcoal 104 MG/ML Oral Suspension,Other
ITM_12566,Bizengri,zenocutuzumab Injection,Other
ITM_12567,Bizengri,18.75 ML zenocutuzumab-zbco 20 MG/ML Injection,Other
ITM_12568,Raldesy,trazodone Oral Solution,Other
ITM_12569,Raldesy,trazodone hydrochloride 10 MG/ML Oral Solution,Other
ITM_12570,Fenopron,fenoprofen Oral Capsule,Other
ITM_12571,Fenopron,fenoprofen 300 MG Oral Capsule,Other
ITM_12572,Imkeldi,imatinib Oral Solution,Other
ITM_12573,Imkeldi,imatinib 80 MG/ML Oral Solution,Other
ITM_12574,Aucatzyl,obecabtagene autoleucel Injection,Other
ITM_12575,Aucatzyl,obecabtagene autoleucel 410000000 CELLS/ML Injection,Other
ITM_12576,Symvess,acellular tissue engineered vessel Drug Implant,Other
ITM_12577,Symvess,acellular tissue engineered vessel-tyod 40 CM Drug Implant,Other
ITM_12578,Nypozi,filgrastim Prefilled Syringe,Other
ITM_12579,Nypozi,0.5 ML filgrastim-txid 0.6 MG/ML Prefilled Syringe,Other
ITM_12580,Nypozi,0.8 ML filgrastim-txid 0.6 MG/ML Prefilled Syringe,Other
ITM_12581,Phexx,citric acid / lactate / potassium bitartrate Vaginal Gel,Skin/Topical
ITM_12582,Phexx,citric acid 0.01 MG/MG / lactic acid 0.018 MG/MG / potassium bitartrate 0.004 MG/MG Vaginal Gel,Skin/Topical
ITM_12583,Steqeyma,ustekinumab Injection,Other
ITM_12584,Steqeyma,26 ML ustekinumab-stba 5 MG/ML Injection,Other
ITM_12585,Steqeyma,ustekinumab Prefilled Syringe,Other
ITM_12586,Steqeyma,0.5 ML ustekinumab-stba 90 MG/ML Prefilled Syringe,Other
ITM_12587,Steqeyma,1 ML ustekinumab-stba 90 MG/ML Prefilled Syringe,Other
ITM_12588,Wezlana,ustekinumab Injection,Other
ITM_12589,Wezlana,26 ML ustekinumab-auub 5 MG/ML Injection,Other
ITM_12590,Wezlana,0.5 ML ustekinumab-auub 90 MG/ML Injection,Other
ITM_12591,Wezlana,ustekinumab Prefilled Syringe,Other
ITM_12592,Wezlana,0.5 ML ustekinumab-auub 90 MG/ML Prefilled Syringe,Other
ITM_12593,Wezlana,1 ML ustekinumab-auub 90 MG/ML Prefilled Syringe,Other
ITM_12594,Tepylute,thiotepa Injection,Other
ITM_12595,Tepylute,1.5 ML thiotepa 10 MG/ML Injection,Other
ITM_12596,Hercessi,trastuzumab Injection,Other
ITM_12597,Hercessi,trastuzumab-strf 150 MG Injection,Other
ITM_12598,Hercessi,trastuzumab Injectable Solution,Other
ITM_12599,Hercessi,trastuzumab-strf 21 MG/ML Injectable Solution,Other
ITM_12600,Avzivi,bevacizumab Injection,Other
ITM_12601,Avzivi,4 ML bevacizumab-tnjn 25 MG/ML Injection,Other
ITM_12602,Avzivi,16 ML bevacizumab-tnjn 25 MG/ML Injection,Other
ITM_12603,Lymphir,denileukin diftitox Injection,Other
ITM_12604,Lymphir,denileukin diftitox-cxdl 0.3 MG Injection,Other
ITM_12605,Ryoncil,remestemcel-L Injection,Other
ITM_12606,Ryoncil,3.8 ML remestemcel-L-rknd 6680000 CELLS/ML Injection,Other
ITM_12607,Opdivo Qvantig,hyaluronidase / nivolumab Injection,Other
ITM_12608,Opdivo Qvantig,5 ML hyaluronidase-nvhy 2000 UNT/ML / nivolumab-nvhy 120 MG/ML Injection,Other
ITM_12609,Crenessity,crinecerfont Oral Capsule,Other
ITM_12610,Crenessity,crinecerfont 100 MG Oral Capsule,Other
ITM_12611,Crenessity,crinecerfont 25 MG Oral Capsule,Other
ITM_12612,Crenessity,crinecerfont 50 MG Oral Capsule,Other
ITM_12613,Crenessity,crinecerfont Oral Solution,Other
ITM_12614,Crenessity,crinecerfont 50 MG/ML Oral Solution,Other
ITM_12615,Tryngolza,olezarsen Auto-Injector,Other
ITM_12616,Tryngolza,0.8 ML olezarsen 100 MG/ML Auto-Injector,Other
ITM_12617,Alyftrek,deutivacaftor / tezacaftor / vanzacaftor Oral Tablet,Other
ITM_12618,Alyftrek,deutivacaftor 125 MG / tezacaftor 50 MG / vanzacaftor 10 MG Oral Tablet,Other
ITM_12619,Alyftrek,deutivacaftor 50 MG / tezacaftor 20 MG / vanzacaftor 4 MG Oral Tablet,Other
ITM_12620,Calprotect,menthol / zinc oxide Topical Ointment,Skin/Topical
ITM_12621,Calprotect,menthol 0.0044 MG/MG / zinc oxide 0.206 MG/MG Topical Ointment,Skin/Topical
ITM_12622,Abirtega,abiraterone Oral Tablet,Other
ITM_12623,Abirtega,abiraterone acetate 250 MG Oral Tablet,Other
ITM_12624,Otulfi,ustekinumab Prefilled Syringe,Other
ITM_12625,Otulfi,1 ML ustekinumab-aauz 90 MG/ML Prefilled Syringe,Other
ITM_12626,Otulfi,0.5 ML ustekinumab-aauz 90 MG/ML Prefilled Syringe,Other
ITM_12627,Otulfi,ustekinumab Injection,Other
ITM_12628,Otulfi,26 ML ustekinumab-aauz 5 MG/ML Injection,Other
ITM_12629,Oasis Tears,glycerin 2.2 MG/ML Ophthalmic Solution,Other
ITM_12630,Venxxiva,tiopronin Delayed Release Oral Tablet,Other
ITM_12631,Venxxiva,tiopronin 100 MG Delayed Release Oral Tablet,Other
ITM_12632,Venxxiva,tiopronin 300 MG Delayed Release Oral Tablet,Other
ITM_12633,Aqneursa,levacetylleucine Granules for Oral Suspension,Other
ITM_12634,Niktimvo,0.44 ML axatilimab-csfr 50 MG/ML Injection,Other
ITM_12635,Niktimvo,0.18 ML axatilimab-csfr 50 MG/ML Injection,Other
ITM_12636,Frindovyx,cyclophosphamide Injectable Solution,Other
ITM_12637,Frindovyx,cyclophosphamide 500 MG/ML Injectable Solution,Other
ITM_12638,Datroway,datopotamab deruxtecan Injection,Other
ITM_12639,Datroway,datopotamab deruxtecan-dlnk 100 MG Injection,Other
ITM_12640,Omvoh,2 ML mirikizumab-mrkz 100 MG/ML Prefilled Syringe,Other
ITM_12641,Omvoh,2 ML mirikizumab-mrkz 100 MG/ML Auto-Injector,Other
ITM_12642,Metaxal,metaxalone Oral Tablet,Other
ITM_12643,Metaxal,metaxalone 400 MG Oral Tablet,Other
ITM_12644,Zevtera,ceftobiprole Injection,Other
ITM_12645,Zevtera,ceftobiprole medocaril sodium 667 MG Injection,Other
ITM_12646,Grafapex,treosulfan Injection,Other
ITM_12647,Grafapex,treosulfan 1000 MG Injection,Other
ITM_12648,Grafapex,treosulfan 5000 MG Injection,Other
ITM_12649,Inzirqo,hydrochlorothiazide Powder for Oral Suspension,Other
ITM_12650,Inzirqo,hydrochlorothiazide 800 MG Powder for Oral Suspension,Other
ITM_12651,Journavx,suzetrigine Oral Tablet,Other
ITM_12652,Journavx,suzetrigine 50 MG Oral Tablet,Other
ITM_12653,Rezenopy,naloxone Nasal Spray,Other
ITM_12654,Rezenopy,naloxone hydrochloride 90.9 MG/ML Nasal Spray,Other
ITM_12655,Xiclo,diclofenac Medicated Patch,Other
ITM_12656,Xiclo,diclofenac 0.0125 MG/MG Medicated Patch,Other
ITM_12657,Emblaveo,avibactam / aztreonam Injection,Other
ITM_12658,Emblaveo,avibactam 500 MG / aztreonam 1500 MG Injection,Other
ITM_12659,Evrysdi,risdiplam Oral Tablet,Other
ITM_12660,Evrysdi,risdiplam 5 MG Oral Tablet,Other
ITM_12661,Kodatef,tafenoquine Oral Tablet,Other
ITM_12662,Kodatef,tafenoquine 100 MG Oral Tablet,Other
ITM_12663,Selarsdi,ustekinumab Injection,Other
ITM_12664,Selarsdi,26 ML ustekinumab-aekn 5 MG/ML Injection,Other
ITM_12665,Selarsdi,ustekinumab Prefilled Syringe,Other
ITM_12666,Selarsdi,0.5 ML ustekinumab-aekn 90 MG/ML Prefilled Syringe,Other
ITM_12667,Selarsdi,1 ML ustekinumab-aekn 90 MG/ML Prefilled Syringe,Other
ITM_12668,Romvimza,vimseltinib Oral Capsule,Other
ITM_12669,Romvimza,vimseltinib 14 MG Oral Capsule,Other
ITM_12670,Romvimza,vimseltinib 20 MG Oral Capsule,Other
ITM_12671,Romvimza,vimseltinib 30 MG Oral Capsule,Other
ITM_12672,Avtozma,tocilizumab Prefilled Syringe,Other
ITM_12673,Avtozma,0.9 ML tocilizumab-anoh 180 MG/ML Prefilled Syringe,Other
ITM_12674,Avtozma,tocilizumab Auto-Injector,Other
ITM_12675,Avtozma,0.9 ML tocilizumab-anoh 180 MG/ML Auto-Injector,Other
ITM_12676,Avtozma,tocilizumab Injection,Other
ITM_12677,Avtozma,10 ML tocilizumab-anoh 20 MG/ML Injection,Other
ITM_12678,Avtozma,20 ML tocilizumab-anoh 20 MG/ML Injection,Other
ITM_12679,Avtozma,4 ML tocilizumab-anoh 20 MG/ML Injection,Other
ITM_12680,Penmenvy,meningococcal group B vaccine / Neisseria meningitidis serogroup A oligosaccharide diphtheria CRM197 protein conjugate vaccine / Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine / Neisseria meningitidis serogroup W-135 oligosaccharide diphtheria CRM197 protein conjugate vaccine / Neisseria meningitidis serogroup Y oligosaccharide diphtheria CRM197 protein conjugate vaccine Injection,Other
ITM_12681,Penmenvy,0.5 ML Neisseria meningitidis serogroup A oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.02 MG/ML / Neisseria meningitidis serogroup B recombinant FHBP fusion protein antigen 0.1 MG/ML / Neisseria meningitidis serogroup B recombinant NADA fusion protein antigen 0.1 MG/ML / Neisseria meningitidis serogroup B recombinant NHBA fusion protein antigen 0.1 MG/ML / Neisseria meningitidis serogroup B strain NZ98/254 outer membrane vesicle 0.05 MG/ML / Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.01 MG/ML / Neisseria meningitidis serogroup W-135 oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.01 MG/ML / Neisseria meningitidis serogroup Y oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.01 MG/ML Injection,Other
ITM_12682,Pyzchiva,ustekinumab Injection,Other
ITM_12683,Pyzchiva,26 ML ustekinumab-ttwe 5 MG/ML Injection,Other
ITM_12684,Pyzchiva,ustekinumab Prefilled Syringe,Other
ITM_12685,Pyzchiva,0.5 ML ustekinumab-ttwe 90 MG/ML Prefilled Syringe,Other
ITM_12686,Pyzchiva,1 ML ustekinumab-ttwe 90 MG/ML Prefilled Syringe,Other
ITM_12687,Yesintek,ustekinumab Injection,Other
ITM_12688,Yesintek,26 ML ustekinumab-kfce 5 MG/ML Injection,Other
ITM_12689,Yesintek,ustekinumab Prefilled Syringe,Other
ITM_12690,Yesintek,0.5 ML ustekinumab-kfce 90 MG/ML Prefilled Syringe,Other
ITM_12691,Yesintek,1 ML ustekinumab-kfce 90 MG/ML Prefilled Syringe,Other
ITM_12692,Yesintek,0.5 ML ustekinumab-kfce 90 MG/ML Injection,Other
ITM_12693,Gomekli,mirdametinib Oral Capsule,Other
ITM_12694,Gomekli,mirdametinib 1 MG Oral Capsule,Other
ITM_12695,Gomekli,mirdametinib 2 MG Oral Capsule,Other
ITM_12696,Gomekli,mirdametinib Tablet for Oral Suspension,Other
ITM_12697,Gomekli,mirdametinib 1 MG Tablet for Oral Suspension,Other
ITM_12698,Merilog,"insulin aspart, human Injectable Solution",Other
ITM_12699,Merilog,insulin aspart-szjj 100 UNT/ML Injectable Solution,Other
ITM_12700,Merilog,"insulin aspart, human Pen Injector",Other
ITM_12701,Merilog,3 ML insulin aspart-szjj 100 UNT/ML Pen Injector,Other
ITM_12702,Onapgo,apomorphine Cartridge,Other
ITM_12703,Onapgo,20 ML apomorphine hydrochloride 4.9 MG/ML Cartridge,Other
ITM_12704,Fungizyl,dimethyl sulfoxide / miconazole Topical Solution,Skin/Topical
ITM_12705,Fungizyl,dimethyl sulfoxide 20 MG/ML / miconazole nitrate 20 MG/ML Topical Solution,Skin/Topical
ITM_12706,Blink Dry Eye,glycerin Ophthalmic Solution,Other
ITM_12707,Blink Dry Eye,glycerin 7.5 MG/ML Ophthalmic Solution,Other
ITM_12708,Blink Dry Eye,glycerin 5 MG/ML Ophthalmic Solution,Other
ITM_12709,Renthyroid,thyroid (USP) Oral Tablet,Other
ITM_12710,Renthyroid,thyroid (USP) 180 MG Oral Tablet,Other
ITM_12711,Renthyroid,thyroid (USP) 30 MG Oral Tablet,Other
ITM_12712,Renthyroid,thyroid (USP) 45 MG Oral Tablet,Other
ITM_12713,Renthyroid,thyroid (USP) 60 MG Oral Tablet,Other
ITM_12714,Renthyroid,thyroid (USP) 75 MG Oral Tablet,Other
ITM_12715,Renthyroid,thyroid (USP) 90 MG Oral Tablet,Other
ITM_12716,Renthyroid,thyroid (USP) 120 MG Oral Tablet,Other
ITM_12717,Renthyroid,thyroid (USP) 15 MG Oral Tablet,Other
ITM_12718,Epysqli,eculizumab Injection,Other
ITM_12719,Epysqli,30 ML eculizumab-aagh 10 MG/ML Injection,Other
ITM_12720,Bkemv,eculizumab Injection,Other
ITM_12721,Bkemv,30 ML eculizumab-aeeb 10 MG/ML Injection,Other
ITM_12722,Pepto Nausea,meclizine Oral Tablet,Other
ITM_12723,Pepto Nausea,meclizine hydrochloride 25 MG Oral Tablet,Other
ITM_12724,Emrosi,minocycline Extended Release Oral Capsule,Other
ITM_12725,Emrosi,24 HR minocycline 40 MG Extended Release Oral Capsule,Other
ITM_12726,Yimmugo,immunoglobulin G Injection,Other
ITM_12727,Yimmugo,50 ML immune globulin intravenous (human) - dira 100 MG/ML Injection,Other
ITM_12728,Yimmugo,100 ML immune globulin intravenous (human) - dira 100 MG/ML Injection,Other
ITM_12729,Yimmugo,200 ML immune globulin intravenous (human) - dira 100 MG/ML Injection,Other
ITM_12730,Ahzantive,aflibercept Injection,Other
ITM_12731,Ahzantive,0.05 ML aflibercept-mrbb 40 MG/ML Injection,Other
ITM_12732,Simlandi,0.8 ML adalimumab-ryvk 100 MG/ML Auto-Injector,Other
ITM_12733,Vimkunya,"chikungunya virus antigen, recombinant Senegal strain 37997 Prefilled Syringe",Other
ITM_12734,Vimkunya,"0.8 ML chikungunya virus antigen, recombinant Senegal strain 37997 0.05 MG/ML Prefilled Syringe",Other
ITM_12735,Adrenalin,250 ML epinephrine 0.032 MG/ML Injection,Other
ITM_12736,Rybelsus,semaglutide 1.5 MG Oral Tablet,Other
ITM_12737,Rybelsus,semaglutide 4 MG Oral Tablet,Other
ITM_12738,Rybelsus,semaglutide 9 MG Oral Tablet,Other
ITM_12739,Cortrophin,corticotropin Prefilled Syringe,Other
ITM_12740,Cortrophin,1 ML corticotropin 80 UNT/ML Prefilled Syringe,Other
ITM_12741,Cortrophin,0.5 ML corticotropin 80 UNT/ML Prefilled Syringe,Other
ITM_12742,Xpovio,selinexor 10 MG Oral Tablet,Other
ITM_12743,Alhemo,concizumab Pen Injector,Other
ITM_12744,Alhemo,1.5 ML concizumab-mtci 40 MG/ML Pen Injector,Other
ITM_12745,Alhemo,1.5 ML concizumab-mtci 100 MG/ML Pen Injector,Other
ITM_12746,Alhemo,3 ML concizumab-mtci 100 MG/ML Pen Injector,Other
ITM_12747,Encelto,revakinagene taroretcel Drug Implant,Other
ITM_12748,Encelto,revakinagene taroretcel-lwey 440000 CELLS Drug Implant,Other
ITM_12749,Ivra,melphalan Injectable Solution,Other
ITM_12750,Ivra,melphalan 90 MG/ML Injectable Solution,Other
